HITId,AssignmentId,startphrase,ending1,ending2,labels,valid
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3WS1NTTKEZMR19HY8ZBNXDZ1J9HF0V,The air in the town often has the fragrance of An open sewer,The air in the town smelled bad,The air in the town smelled good,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3WS1NTTKEZMR19HY8ZBNXDZ1J9HF0V,The air in the town often has the fragrance of A field of flowers,The air in the town smelled bad,The air in the town smelled good,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3WS1NTTKEZMR19HY8ZBNXDZ1J9HF0V,The oil inventory in the store rang of A struggling business,The oil inventory was sparse,The oil inventory was plentiful,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3WS1NTTKEZMR19HY8ZBNXDZ1J9HF0V,The oil inventory in the store rang of A business in the land of plenty,The oil inventory was sparse,The oil inventory was plentiful,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3WS1NTTKEZMR19HY8ZBNXDZ1J9HF0V,The portrayal of the historic figure in the play was As fake as a three-dollar bill,The portrayal of the historic figure is phony,The portrayal of the historic figure is well done,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3WS1NTTKEZMR19HY8ZBNXDZ1J9HF0V,The portrayal of the historic figure in the play was As solid as a brick wall,The portrayal of the historic figure is phony,The portrayal of the historic figure is well done,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3ZR9AIQJUCJH3TK9OIF4692AUKQ04C,It has the lifespan of a Jurupa Oak tree clone,It lives for a long time,It doesn't have long to live,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3ZR9AIQJUCJH3TK9OIF4692AUKQ04C,It has the lifespan of a drunkard on a busy highway,It lives for a long time,It doesn't have long to live,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3ZR9AIQJUCJH3TK9OIF4692AUKQ04C,The shampoo has the moisturizing power of a lotion made by Poseidon,It moisturizes very well,It doesn't moisturize well,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3ZR9AIQJUCJH3TK9OIF4692AUKQ04C,The shampoo has the moisturizing power of a desert horned lizard,It moisturizes very well,It doesn't moisturize well,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3ZR9AIQJUCJH3TK9OIF4692AUKQ04C,The goat had the drowsiness of a sloth after downing a bottle of melatonin,The goat was very drowsy,The goat was wide awake and alert,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3ZR9AIQJUCJH3TK9OIF4692AUKQ04C,The goat had the drowsiness of a robber during a home invasion,The goat was very drowsy,The goat was wide awake and alert,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3DHE4R9OCXL4BJG7Y6LJYMSSHJVG23,Her hair was her armor,Her hair made her feel confident.,Her hair made her feel insecure.,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3DHE4R9OCXL4BJG7Y6LJYMSSHJVG23,Her hair was her Achilles heel.,Her hair made her feel confident.,Her hair made her feel insecure.,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3DHE4R9OCXL4BJG7Y6LJYMSSHJVG23,The helicopter had the reliability of a collapsing tower.,The helicopter was not reliable.,The helicopter was very reliable.,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3DHE4R9OCXL4BJG7Y6LJYMSSHJVG23,The helicopter had the reliability of a battleship.,The helicopter was not reliable.,The helicopter was very reliable.,1,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3DHE4R9OCXL4BJG7Y6LJYMSSHJVG23,The roadtrip was an all out assault.,The roadtrip was extremely stressful,The roadtrip was relaxing.,0,1
3OJX0UFJ0ZHVT147DIKDO459Y54U9R,3DHE4R9OCXL4BJG7Y6LJYMSSHJVG23,The roadtrip was a massage on wheels.,The roadtrip was extremely stressful,The roadtrip was relaxing.,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3GU1KF0O4JB4C992KI4HTO9OCD2BP5,The doctor has the warmth of an icicle.,The doctor is cold and unfeeling.,The doctor is comforting.,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3GU1KF0O4JB4C992KI4HTO9OCD2BP5,The doctor has the warmth of a cozy blanket.,The doctor is cold and unfeeling.,The doctor is comforting.,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3GU1KF0O4JB4C992KI4HTO9OCD2BP5,Her devotion to her family was as strong as an ox.,She is strongly devoted to her family.,She is only weakly devoted to her family.,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3GU1KF0O4JB4C992KI4HTO9OCD2BP5,Her devotion to her family was as strong as a kitten.,She is strongly devoted to her family.,She is only weakly devoted to her family.,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3GU1KF0O4JB4C992KI4HTO9OCD2BP5,His skill in writing was as sharp as a knife.,Her writing skill is excellent.,Her writing skill is poor.,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3GU1KF0O4JB4C992KI4HTO9OCD2BP5,His skill in writing was as sharp as a spoon.,Her writing skill is excellent.,Her writing skill is poor.,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,37U1UTWH9WW6MORAUYOW7HJ25QIR8T,He had the passion of the sun.,He was very passionate.,He was not passionate.,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,37U1UTWH9WW6MORAUYOW7HJ25QIR8T,He had the passion of a nap.,He was very passionate.,He was not passionate.,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,37U1UTWH9WW6MORAUYOW7HJ25QIR8T,The chemicals had the stability of steel,The chemicals were stable.,The chemicals were highly unstable.,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,37U1UTWH9WW6MORAUYOW7HJ25QIR8T,The chemicals had the stability of melted ice cream,The chemicals were stable.,The chemicals were highly unstable.,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,37U1UTWH9WW6MORAUYOW7HJ25QIR8T,The man had the presence of a tower,The man was noticeable and had lots of presence.,"The man was unnoticed, and lacked presence.",0,1
307FVKVSYRPSYKMZJFVBX4G942T473,37U1UTWH9WW6MORAUYOW7HJ25QIR8T,The man had the presence of a mouse,The man was noticeable and had lots of presence.,"The man was unnoticed, and lacked presence.",1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3IX2EGZR7CTV65NTL2LNW7SGL1JJRC,Her passion for school was a fire,She had a lot of passion for school,She had very little passion for school,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3IX2EGZR7CTV65NTL2LNW7SGL1JJRC,Her passion for school was a drip,She had a lot of passion for school,She had very little passion for school,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3IX2EGZR7CTV65NTL2LNW7SGL1JJRC,The chemical burn was the size of Texas,The burn was big,The burn was tiny,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3IX2EGZR7CTV65NTL2LNW7SGL1JJRC,The chemical burn was the size of a flea,The burn was big,The burn was tiny,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3IX2EGZR7CTV65NTL2LNW7SGL1JJRC,His test questions had the difficulty of string theory,The questions were hard,The questions were easy,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3IX2EGZR7CTV65NTL2LNW7SGL1JJRC,His test questions had the difficulty of the ABC's,The questions were hard,The questions were easy,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3YT88D1N098YYN89SXK3FOPDUC7K3C,Blood from a turnip,Working on a task with no hope,Working on a task without success,0,0
307FVKVSYRPSYKMZJFVBX4G942T473,3YT88D1N098YYN89SXK3FOPDUC7K3C,Blood from a own hands,Working on a task with no hope,Working on a task without success,1,0
307FVKVSYRPSYKMZJFVBX4G942T473,3YT88D1N098YYN89SXK3FOPDUC7K3C,Step up to the plate,Take action when needed.,Take decisive action when needed.,0,0
307FVKVSYRPSYKMZJFVBX4G942T473,3YT88D1N098YYN89SXK3FOPDUC7K3C,Step up to the podium,Take action when needed.,Take decisive action when needed.,1,0
307FVKVSYRPSYKMZJFVBX4G942T473,3YT88D1N098YYN89SXK3FOPDUC7K3C,Parade- maker,A person who drives too slowly in the passing lane,A parade of sorts behind them,0,0
307FVKVSYRPSYKMZJFVBX4G942T473,3YT88D1N098YYN89SXK3FOPDUC7K3C,Parade- starter,A person who drives too slowly in the passing lane,A parade of sorts behind them,1,0
307FVKVSYRPSYKMZJFVBX4G942T473,3NKQQ8O39ZFAJBFIF0UHYKKNNF2UDN,The movie was as predictable as a hungry baby crying,The movie could be totally predicted.,The movie couldn't be predicted at all.,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3NKQQ8O39ZFAJBFIF0UHYKKNNF2UDN,The movie was as predictable as San Francisco's weather,The movie could be totally predicted.,The movie couldn't be predicted at all.,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3NKQQ8O39ZFAJBFIF0UHYKKNNF2UDN,The girl gets as much attention as a diamond ring,The girl gets showered with attention.,The girl doesn't get any attention at all.,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3NKQQ8O39ZFAJBFIF0UHYKKNNF2UDN,The girl gets as much attention as a paper bag,The girl gets showered with attention.,The girl doesn't get any attention at all.,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3NKQQ8O39ZFAJBFIF0UHYKKNNF2UDN,The girl's friends were as flaky as pie crust,The girl's friends were unreliable.,The girl's friends were totally reliable.,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3NKQQ8O39ZFAJBFIF0UHYKKNNF2UDN,The girl's friends were as flaky as a bar of iron,The girl's friends were unreliable.,The girl's friends were totally reliable.,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3QRYMNZ7FZR45AR64PIAPTAFI6ENTQ,The victory was like getting wet in a thunderstorm.,The victory was too easy.,The victory was very hard-fought.,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3QRYMNZ7FZR45AR64PIAPTAFI6ENTQ,The victory was like passing calculus class.,The victory was too easy.,The victory was very hard-fought.,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3QRYMNZ7FZR45AR64PIAPTAFI6ENTQ,The meeting was an ant colony of ideas.,There were a lot of ideas being shared at the meeting.,The meeting had a total lack of ideas.,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3QRYMNZ7FZR45AR64PIAPTAFI6ENTQ,The meeting was a cold desert of ideas.,There were a lot of ideas being shared at the meeting.,The meeting had a total lack of ideas.,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3QRYMNZ7FZR45AR64PIAPTAFI6ENTQ,This book is like silk in my hands.,This book is hard to put down.,This book is forgettable.,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3QRYMNZ7FZR45AR64PIAPTAFI6ENTQ,This book is like hard-cover amnesia.,This book is hard to put down.,This book is forgettable.,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3PM8NZGV8ZQWPODIPRBOIQQQ0C8QXG,He had the graciousness of a king at court.,He was very gracious.,He was not very gracious.,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3PM8NZGV8ZQWPODIPRBOIQQQ0C8QXG,He had the graciousness of a jester at court.,He was very gracious.,He was not very gracious.,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3PM8NZGV8ZQWPODIPRBOIQQQ0C8QXG,Their marriage had the passion of a starving artist.,Their marriage is very passionate.,Their marriage is not very passionate.,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3PM8NZGV8ZQWPODIPRBOIQQQ0C8QXG,Their marriage had the passion of sleeping tortoise.,Their marriage is very passionate.,Their marriage is not very passionate.,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3PM8NZGV8ZQWPODIPRBOIQQQ0C8QXG,Our relationship was a leap from an airplane.,The relationship was exciting but frightening.,The relationship was peaceful.,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3PM8NZGV8ZQWPODIPRBOIQQQ0C8QXG,Our relationship was a nap in the woods.,The relationship was exciting but frightening.,The relationship was peaceful.,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3SKRO2GZ7212OKUU5T6KRVAGWRF1KL,The teams passion was burning like an inferno,The team had a lot of passion,THe team had very little passion,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3SKRO2GZ7212OKUU5T6KRVAGWRF1KL,The teams passion was burning like a match,The team had a lot of passion,THe team had very little passion,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3SKRO2GZ7212OKUU5T6KRVAGWRF1KL,The gun was as powerful as a titan,The gun was powerful.,The gun was weak.,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3SKRO2GZ7212OKUU5T6KRVAGWRF1KL,The gun was as powerful as a butterfly,The gun was powerful.,The gun was weak.,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3SKRO2GZ7212OKUU5T6KRVAGWRF1KL,The sword was as sharp as a laser,The sword was sharp,The sword was dull,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3SKRO2GZ7212OKUU5T6KRVAGWRF1KL,The sword was as sharp as a stick,The sword was sharp,The sword was dull,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3EICBYG6456R03YA35VS7CTUL0NCJ6,The boy was as innocent as a dove,the boy was pure,the boy was evil,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3EICBYG6456R03YA35VS7CTUL0NCJ6,The boy was as innocent as a rabid wold,the boy was pure,the boy was evil,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3EICBYG6456R03YA35VS7CTUL0NCJ6,the pants were as torn as a drunk's liver,the pants were messed up,the pants were well put togther,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3EICBYG6456R03YA35VS7CTUL0NCJ6,the pants were as torn as a sturdy ship,the pants were messed up,the pants were well put togther,1,1
307FVKVSYRPSYKMZJFVBX4G942T473,3EICBYG6456R03YA35VS7CTUL0NCJ6,the house was as beautiful as a painting,the house was pretty,the house was ugly,0,1
307FVKVSYRPSYKMZJFVBX4G942T473,3EICBYG6456R03YA35VS7CTUL0NCJ6,the house was as beautiful as a sick bear,the house was pretty,the house was ugly,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3AAPLD8UCDRCVE5V1RNXK9DJWTMTH2,He maneuvered with the tactical precision of an experienced general.,He manuevered skillfully.,He maneuvered poorly.,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3AAPLD8UCDRCVE5V1RNXK9DJWTMTH2,He maneuvered with the tactical precision of a clown car.,He manuevered skillfully.,He maneuvered poorly.,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3AAPLD8UCDRCVE5V1RNXK9DJWTMTH2,The ending was as satisfying as a Thanksgiving dinner with all the trimmings.,The ending was satisfying.,The ending was unsatisfying.,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3AAPLD8UCDRCVE5V1RNXK9DJWTMTH2,The ending was as satisfying as a stale saltine cracker.,The ending was satisfying.,The ending was unsatisfying.,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3AAPLD8UCDRCVE5V1RNXK9DJWTMTH2,The boy's tongue was as sharp as a scalpel.,The boy's speech was incisive.,The boy's speech was dull.,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3AAPLD8UCDRCVE5V1RNXK9DJWTMTH2,The boy's tongue was as sharp as beach ball.,The boy's speech was incisive.,The boy's speech was dull.,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,39LOEL67OTFE3M68J8N0PJGMZBO38L,That guy is as smart as a rock,The guy is dumb,The guy is intelligent,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,39LOEL67OTFE3M68J8N0PJGMZBO38L,That guy is as smart as a computer,The guy is dumb,The guy is intelligent,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,39LOEL67OTFE3M68J8N0PJGMZBO38L,He is as tall as a tree,He is tall,He is short,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,39LOEL67OTFE3M68J8N0PJGMZBO38L,He is as tall as a dwarf,He is tall,He is short,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,39LOEL67OTFE3M68J8N0PJGMZBO38L,That surface is as smooth as silk,That surface is smooth,That surface is rough,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,39LOEL67OTFE3M68J8N0PJGMZBO38L,That surface is as smooth as sandpaper,That surface is smooth,That surface is rough,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3PWWM24LHT8PI4APF89V69BUTXS82J,She is as bright as A rusted nail,She is dumb,She is smart,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3PWWM24LHT8PI4APF89V69BUTXS82J,She is as bright as 100watt bulb,She is dumb,She is smart,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3PWWM24LHT8PI4APF89V69BUTXS82J,That tree is a tall as Push pin,It is short,It is tall,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3PWWM24LHT8PI4APF89V69BUTXS82J,That tree is a tall as A skyscraper,It is short,It is tall,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3PWWM24LHT8PI4APF89V69BUTXS82J,The fish is as elusive as A unicorn,It is hard to find,It is easy to find,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3PWWM24LHT8PI4APF89V69BUTXS82J,The fish is as elusive as A blowhorn,It is hard to find,It is easy to find,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3SNLUL3WO5XTHN3ASHS5HXSSWOHLU7,The house was as silent as a locomotive,The house was not silent,The house was silent,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3SNLUL3WO5XTHN3ASHS5HXSSWOHLU7,The house was as silent as a tomb,The house was not silent,The house was silent,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3SNLUL3WO5XTHN3ASHS5HXSSWOHLU7,The pillow is as soft as cotton,The pillow is soft,The pillow is not soft,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3SNLUL3WO5XTHN3ASHS5HXSSWOHLU7,The pillow is as soft as a concrete block,The pillow is soft,The pillow is not soft,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3SNLUL3WO5XTHN3ASHS5HXSSWOHLU7,The book was as enjoyable as a day at the fair,The book was enjoyable,The book was not enjoyable,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3SNLUL3WO5XTHN3ASHS5HXSSWOHLU7,The book was as enjoyable as a funeral,The book was enjoyable,The book was not enjoyable,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,39LNWE0K4V6RRMV47EVSPH00FKBUIQ,The tactic is as obvious as a kindergarten math problem,"The tactic is simple, easy to figure out",The tactic is complex and involves many steps,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,39LNWE0K4V6RRMV47EVSPH00FKBUIQ,The tactic is as complex as Calculus,"The tactic is simple, easy to figure out",The tactic is complex and involves many steps,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,39LNWE0K4V6RRMV47EVSPH00FKBUIQ,The job is as easy as tying your shoes,The job is quite easy and almost everyone can do it,The job is difficult,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,39LNWE0K4V6RRMV47EVSPH00FKBUIQ,The job is as easy as learning nuclear fission,The job is quite easy and almost everyone can do it,The job is difficult,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,39LNWE0K4V6RRMV47EVSPH00FKBUIQ,Dinner was a symphony,The dinner was delightful and full of complex flavors that all worked well together,The dinner was boring with little flavor,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,39LNWE0K4V6RRMV47EVSPH00FKBUIQ,Dinner was as flat as a single note played on a recorder,The dinner was delightful and full of complex flavors that all worked well together,The dinner was boring with little flavor,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,354P56DE9LDENPM4ZIWVJRS3G7ES7C,The friendship was as meaningful as a contract on a napkin,The friendship wasn't meaningful at all.,The friendship was highly meaningful.,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,354P56DE9LDENPM4ZIWVJRS3G7ES7C,The friendship was as meaningful as an international treaty,The friendship wasn't meaningful at all.,The friendship was highly meaningful.,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,354P56DE9LDENPM4ZIWVJRS3G7ES7C,The child was as still as a marble slab,The child was totally still.,The child couldn't stop moving.,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,354P56DE9LDENPM4ZIWVJRS3G7ES7C,The child was as still as a waterfall,The child was totally still.,The child couldn't stop moving.,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,354P56DE9LDENPM4ZIWVJRS3G7ES7C,The win was as satisfying as a bowl of chicken soup,The win was perfectly satisfying.,The win wasn't satisfying at all.,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,354P56DE9LDENPM4ZIWVJRS3G7ES7C,The win was as satisfying as a rice cracker,The win was perfectly satisfying.,The win wasn't satisfying at all.,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3Z4AIRP3C7N88KT14CL9HPIIS0TX15,The blimp was as light as air,The blimp was very light,The blimp was heavy,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3Z4AIRP3C7N88KT14CL9HPIIS0TX15,The blimp was as light as stone,The blimp was very light,The blimp was heavy,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3Z4AIRP3C7N88KT14CL9HPIIS0TX15,The picture was as clear as day,The picture was clear,The picture was hard to see,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3Z4AIRP3C7N88KT14CL9HPIIS0TX15,The picture was as clear as muddy water,The picture was clear,The picture was hard to see,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3Z4AIRP3C7N88KT14CL9HPIIS0TX15,The homework was as difficult as rocket science,The homework was difficult,The homework was simple.,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3Z4AIRP3C7N88KT14CL9HPIIS0TX15,The homework was as difficult as saying your alphabet,The homework was difficult,The homework was simple.,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3RXPCZQMQQLXMYYBF2L5T3INPGOG1Z,The book read like a good song.,The book was easy to read.,The book was hard to read.,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3RXPCZQMQQLXMYYBF2L5T3INPGOG1Z,The book read like a secret note.,The book was easy to read.,The book was hard to read.,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3RXPCZQMQQLXMYYBF2L5T3INPGOG1Z,He weighs as much as a thimble.,He is very light.,He is very heavy.,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3RXPCZQMQQLXMYYBF2L5T3INPGOG1Z,He weighs as much as a building.,He is very light.,He is very heavy.,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3RXPCZQMQQLXMYYBF2L5T3INPGOG1Z,He is as strong as a diamond.,He is very strong.,He is weak.,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3RXPCZQMQQLXMYYBF2L5T3INPGOG1Z,He is as strong as a piece of graphite.,He is very strong.,He is weak.,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3KAKFY4PGVC7SSILSUZR28A02BU3I2,He has the satisfaction of a master chef after making a 5 star meal,He is very satisfied,He has very little satisfaction,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3KAKFY4PGVC7SSILSUZR28A02BU3I2,He has the satisfaction of a master chef aftet making a bowl of canned 🍝,He is very satisfied,He has very little satisfaction,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3KAKFY4PGVC7SSILSUZR28A02BU3I2,The stove had the heat of the Chernobyl power plant right after the meltdown,The stove is very hot,The stove is cold,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3KAKFY4PGVC7SSILSUZR28A02BU3I2,The stove had the heat of Walt Disney's cryogenically frozen body,The stove is very hot,The stove is cold,1,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3KAKFY4PGVC7SSILSUZR28A02BU3I2,The computer had the processing power of an android Einstein,The computer has a lot of processing power,The computer has a low amount of processing power,0,1
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3KAKFY4PGVC7SSILSUZR28A02BU3I2,The computer had the processing power of a deformed dodo clone,The computer has a lot of processing power,The computer has a low amount of processing power,1,1
34R3P23QHSB10BBV6UN6J9OU2YNWHI,3TU5ZICBREB6ANCAHJZW2R9X93X8QO,She had the dedication of a gnat,She is flighty and unfocused,She applies pressure consistently and over time.,0,1
